rank	tribe_id	cluster_id	seq_count	assigned_count	unassigned_or_missing_count	dominant_subfamily	dominant_subfamily_count	dominant_subfamily_pct_total	dominant_subfamily_pct_assigned	subfamily_breakdown
381	tribe381	355691	6	1	5	s6_7seqs	1	16.67	100.00	s6_7seqs:1
382	tribe382	355699	6	3	3	s6_7seqs	2	33.33	66.67	s6_7seqs:2;s4_60seqs:1
383	tribe383	357473	6	6	0	s2_38seqs	6	100.00	100.00	s2_38seqs:6
384	tribe384	357500	6	2	4	s4_60seqs	1	16.67	50.00	s4_60seqs:1;s6_7seqs:1
385	tribe385	358607	6	6	0	s6_7seqs	6	100.00	100.00	s6_7seqs:6
386	tribe386	359195	6	6	0	s2_38seqs	6	100.00	100.00	s2_38seqs:6
387	tribe387	359212	6	6	0	s4_60seqs	3	50.00	50.00	s4_60seqs:3;s6_7seqs:3
388	tribe388	359226	6	6	0	s4_60seqs	6	100.00	100.00	s4_60seqs:6
389	tribe389	359227	6	6	0	s6_7seqs	6	100.00	100.00	s6_7seqs:6
390	tribe390	359244	6	4	2	s3_43seqs	4	66.67	100.00	s3_43seqs:4
391	tribe391	360632	6	5	1	s6_7seqs	5	83.33	100.00	s6_7seqs:5
392	tribe392	362088	6	2	4	s6_7seqs	2	33.33	100.00	s6_7seqs:2
393	tribe393	362181	6	6	0	s2_38seqs	6	100.00	100.00	s2_38seqs:6
394	tribe394	363479	6	6	0	s8_225seqs	6	100.00	100.00	s8_225seqs:6
395	tribe395	363512	6	4	2	s6_7seqs	4	66.67	100.00	s6_7seqs:4
396	tribe396	363535	6	1	5	s9_20seqs	1	16.67	100.00	s9_20seqs:1
397	tribe397	363555	6	5	1	s6_7seqs	5	83.33	100.00	s6_7seqs:5
398	tribe398	365718	6	3	3	s4_60seqs	3	50.00	100.00	s4_60seqs:3
399	tribe399	366820	6	6	0	s2_38seqs	6	100.00	100.00	s2_38seqs:6
400	tribe400	367806	6	3	3	s4_60seqs	3	50.00	100.00	s4_60seqs:3
401	tribe401	370772	6	6	0	s2_38seqs	6	100.00	100.00	s2_38seqs:6
402	tribe402	372608	6	2	4	s6_7seqs	2	33.33	100.00	s6_7seqs:2
403	tribe403	377109	6	4	2	s4_60seqs	4	66.67	100.00	s4_60seqs:4
404	tribe404	377583	6	6	0	s5_5seqs	6	100.00	100.00	s5_5seqs:6
405	tribe405	379249	6	2	4	s4_60seqs	2	33.33	100.00	s4_60seqs:2
406	tribe406	379309	6	3	3	s5_5seqs	3	50.00	100.00	s5_5seqs:3
407	tribe407	1117	5	2	3	s6_7seqs	2	40.00	100.00	s6_7seqs:2
408	tribe408	1324	5	2	3	s4_60seqs	1	20.00	50.00	s4_60seqs:1;s6_7seqs:1
409	tribe409	1868	5	4	1	s4_60seqs	4	80.00	100.00	s4_60seqs:4
410	tribe410	2390	5	4	1	s4_60seqs	4	80.00	100.00	s4_60seqs:4
411	tribe411	12385	5	1	4	s3_43seqs	1	20.00	100.00	s3_43seqs:1
412	tribe412	39254	5	4	1	s7g_172seqs	4	80.00	100.00	s7g_172seqs:4
413	tribe413	58553	5	5	0	s7g_172seqs	5	100.00	100.00	s7g_172seqs:5
414	tribe414	66683	5	4	1	s7g_172seqs	4	80.00	100.00	s7g_172seqs:4
415	tribe415	66686	5	4	1	s8_225seqs	4	80.00	100.00	s8_225seqs:4
416	tribe416	66689	5	0	5	unassigned	0	0.00	0.00	-
417	tribe417	76178	5	0	5	unassigned	0	0.00	0.00	-
418	tribe418	76222	5	4	1	s1_30seqs	4	80.00	100.00	s1_30seqs:4
419	tribe419	76255	5	3	2	s3_43seqs	3	60.00	100.00	s3_43seqs:3
420	tribe420	87981	5	0	5	unassigned	0	0.00	0.00	-
421	tribe421	101112	5	0	5	unassigned	0	0.00	0.00	-
422	tribe422	102899	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
423	tribe423	115398	5	5	0	s1_30seqs	5	100.00	100.00	s1_30seqs:5
424	tribe424	115648	5	5	0	s7g_172seqs	5	100.00	100.00	s7g_172seqs:5
425	tribe425	115669	5	0	5	unassigned	0	0.00	0.00	-
426	tribe426	115693	5	4	1	s8_225seqs	4	80.00	100.00	s8_225seqs:4
427	tribe427	116819	5	2	3	s4_60seqs	1	20.00	50.00	s4_60seqs:1;s6_7seqs:1
428	tribe428	122615	5	1	4	s4_60seqs	1	20.00	100.00	s4_60seqs:1
429	tribe429	130774	5	3	2	s8_225seqs	3	60.00	100.00	s8_225seqs:3
430	tribe430	130805	5	3	2	s1_30seqs	3	60.00	100.00	s1_30seqs:3
431	tribe431	130931	5	4	1	s2_38seqs	4	80.00	100.00	s2_38seqs:4
432	tribe432	130956	5	0	5	unassigned	0	0.00	0.00	-
433	tribe433	130958	5	2	3	s8_225seqs	2	40.00	100.00	s8_225seqs:2
434	tribe434	130960	5	4	1	s1_30seqs	4	80.00	100.00	s1_30seqs:4
435	tribe435	130966	5	3	2	s7g_172seqs	3	60.00	100.00	s7g_172seqs:3
436	tribe436	135517	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
437	tribe437	145443	5	4	1	s7g_172seqs	4	80.00	100.00	s7g_172seqs:4
438	tribe438	145473	5	4	1	s7g_172seqs	4	80.00	100.00	s7g_172seqs:4
439	tribe439	145478	5	0	5	unassigned	0	0.00	0.00	-
440	tribe440	145503	5	2	3	s8_225seqs	2	40.00	100.00	s8_225seqs:2
441	tribe441	145508	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
442	tribe442	145523	5	3	2	s7g_172seqs	3	60.00	100.00	s7g_172seqs:3
443	tribe443	145546	5	4	1	s6_7seqs	3	60.00	75.00	s6_7seqs:3;s3_43seqs:1
444	tribe444	145549	5	2	3	s4_60seqs	2	40.00	100.00	s4_60seqs:2
445	tribe445	145556	5	3	2	s4_60seqs	3	60.00	100.00	s4_60seqs:3
446	tribe446	145564	5	4	1	s3_43seqs	2	40.00	50.00	s3_43seqs:2;s6_7seqs:2
447	tribe447	145949	5	3	2	s4_60seqs	3	60.00	100.00	s4_60seqs:3
448	tribe448	149922	5	1	4	s4_60seqs	1	20.00	100.00	s4_60seqs:1
449	tribe449	151135	5	5	0	s4_60seqs	4	80.00	80.00	s4_60seqs:4;s6_7seqs:1
450	tribe450	156180	5	5	0	s4_60seqs	5	100.00	100.00	s4_60seqs:5
451	tribe451	160504	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
452	tribe452	160535	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
453	tribe453	160539	5	5	0	s2_38seqs	5	100.00	100.00	s2_38seqs:5
454	tribe454	160594	5	3	2	s4_60seqs	3	60.00	100.00	s4_60seqs:3
455	tribe455	160615	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
456	tribe456	160616	5	4	1	s4_60seqs	2	40.00	50.00	s4_60seqs:2;s6_7seqs:2
457	tribe457	160617	5	2	3	s4_60seqs	1	20.00	50.00	s4_60seqs:1;s6_7seqs:1
458	tribe458	160759	5	5	0	s4_60seqs	5	100.00	100.00	s4_60seqs:5
459	tribe459	161126	5	3	2	s4_60seqs	3	60.00	100.00	s4_60seqs:3
460	tribe460	161821	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
461	tribe461	163305	5	5	0	s4_60seqs	5	100.00	100.00	s4_60seqs:5
462	tribe462	163986	5	3	2	s4_60seqs	2	40.00	66.67	s4_60seqs:2;s6_7seqs:1
463	tribe463	164953	5	5	0	s4_60seqs	5	100.00	100.00	s4_60seqs:5
464	tribe464	165602	5	5	0	s4_60seqs	4	80.00	80.00	s4_60seqs:4;s6_7seqs:1
465	tribe465	166244	5	4	1	s4_60seqs	3	60.00	75.00	s4_60seqs:3;s6_7seqs:1
466	tribe466	168074	5	5	0	s4_60seqs	5	100.00	100.00	s4_60seqs:5
467	tribe467	168411	5	4	1	s4_60seqs	4	80.00	100.00	s4_60seqs:4
468	tribe468	168832	5	4	1	s4_60seqs	4	80.00	100.00	s4_60seqs:4
469	tribe469	169444	5	0	5	unassigned	0	0.00	0.00	-
470	tribe470	170519	5	4	1	s4_60seqs	4	80.00	100.00	s4_60seqs:4
471	tribe471	171270	5	5	0	s4_60seqs	5	100.00	100.00	s4_60seqs:5
472	tribe472	176850	5	3	2	s4_60seqs	3	60.00	100.00	s4_60seqs:3
473	tribe473	177903	5	2	3	s4_60seqs	2	40.00	100.00	s4_60seqs:2
474	tribe474	180392	5	3	2	s4_60seqs	3	60.00	100.00	s4_60seqs:3
475	tribe475	180504	5	4	1	s6_7seqs	3	60.00	75.00	s6_7seqs:3;s4_60seqs:1
476	tribe476	180859	5	1	4	s4_60seqs	1	20.00	100.00	s4_60seqs:1
477	tribe477	181006	5	2	3	s6_7seqs	2	40.00	100.00	s6_7seqs:2
478	tribe478	181218	5	4	1	s4_60seqs	4	80.00	100.00	s4_60seqs:4
479	tribe479	181278	5	5	0	s8_225seqs	5	100.00	100.00	s8_225seqs:5
480	tribe480	181315	5	4	1	s4_60seqs	4	80.00	100.00	s4_60seqs:4
481	tribe481	181335	5	0	5	unassigned	0	0.00	0.00	-
482	tribe482	181340	5	3	2	s4_60seqs	3	60.00	100.00	s4_60seqs:3
483	tribe483	181343	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
484	tribe484	181344	5	2	3	s6_7seqs	2	40.00	100.00	s6_7seqs:2
485	tribe485	181467	5	3	2	s6_7seqs	2	40.00	66.67	s6_7seqs:2;s4_60seqs:1
486	tribe486	182634	5	5	0	s4_60seqs	5	100.00	100.00	s4_60seqs:5
487	tribe487	183289	5	4	1	s4_60seqs	2	40.00	50.00	s4_60seqs:2;s5_5seqs:2
488	tribe488	184231	5	4	1	s4_60seqs	3	60.00	75.00	s4_60seqs:3;s6_7seqs:1
489	tribe489	186441	5	5	0	s4_60seqs	5	100.00	100.00	s4_60seqs:5
490	tribe490	187115	5	2	3	s4_60seqs	1	20.00	50.00	s4_60seqs:1;s6_7seqs:1
491	tribe491	190534	5	5	0	s5_5seqs	5	100.00	100.00	s5_5seqs:5
492	tribe492	190652	5	0	5	unassigned	0	0.00	0.00	-
493	tribe493	193627	5	3	2	s4_60seqs	3	60.00	100.00	s4_60seqs:3
494	tribe494	193742	5	4	1	s8_225seqs	4	80.00	100.00	s8_225seqs:4
495	tribe495	197044	5	1	4	s8_225seqs	1	20.00	100.00	s8_225seqs:1
496	tribe496	204543	5	4	1	s6_7seqs	4	80.00	100.00	s6_7seqs:4
497	tribe497	208590	5	2	3	s4_60seqs	2	40.00	100.00	s4_60seqs:2
498	tribe498	208746	5	3	2	s4_60seqs	3	60.00	100.00	s4_60seqs:3
499	tribe499	209105	5	5	0	s4_60seqs	5	100.00	100.00	s4_60seqs:5
500	tribe500	209146	5	3	2	s4_60seqs	3	60.00	100.00	s4_60seqs:3
501	tribe501	209147	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
502	tribe502	209174	5	4	1	s4_60seqs	4	80.00	100.00	s4_60seqs:4
503	tribe503	209209	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
504	tribe504	209900	5	4	1	s4_60seqs	3	60.00	75.00	s4_60seqs:3;s6_7seqs:1
505	tribe505	210117	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
506	tribe506	210277	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
507	tribe507	211666	5	3	2	s4_60seqs	3	60.00	100.00	s4_60seqs:3
508	tribe508	212422	5	2	3	s5_5seqs	2	40.00	100.00	s5_5seqs:2
509	tribe509	224631	5	4	1	s4_60seqs	4	80.00	100.00	s4_60seqs:4
510	tribe510	224909	5	3	2	s4_60seqs	3	60.00	100.00	s4_60seqs:3
511	tribe511	225450	5	5	0	s4_60seqs	5	100.00	100.00	s4_60seqs:5
512	tribe512	225687	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
513	tribe513	226511	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
514	tribe514	227370	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
515	tribe515	231280	5	4	1	s5_5seqs	3	60.00	75.00	s5_5seqs:3;s4_60seqs:1
516	tribe516	232706	5	3	2	s4_60seqs	3	60.00	100.00	s4_60seqs:3
517	tribe517	232724	5	5	0	s1_30seqs	5	100.00	100.00	s1_30seqs:5
518	tribe518	232784	5	5	0	s4_60seqs	5	100.00	100.00	s4_60seqs:5
519	tribe519	232807	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
520	tribe520	232836	5	1	4	s9_20seqs	1	20.00	100.00	s9_20seqs:1
521	tribe521	232859	5	0	5	unassigned	0	0.00	0.00	-
522	tribe522	232860	5	2	3	s8_225seqs	2	40.00	100.00	s8_225seqs:2
523	tribe523	232862	5	2	3	s6_7seqs	2	40.00	100.00	s6_7seqs:2
524	tribe524	232906	5	4	1	s4_60seqs	4	80.00	100.00	s4_60seqs:4
525	tribe525	233365	5	1	4	s5_5seqs	1	20.00	100.00	s5_5seqs:1
526	tribe526	249128	5	5	0	s6_7seqs	4	80.00	80.00	s6_7seqs:4;s5_5seqs:1
527	tribe527	251044	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
528	tribe528	253558	5	1	4	s5_5seqs	1	20.00	100.00	s5_5seqs:1
529	tribe529	255703	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
530	tribe530	255819	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
531	tribe531	255823	5	2	3	s6_7seqs	2	40.00	100.00	s6_7seqs:2
532	tribe532	255866	5	2	3	s3_43seqs	2	40.00	100.00	s3_43seqs:2
533	tribe533	255887	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
534	tribe534	255911	5	0	5	unassigned	0	0.00	0.00	-
535	tribe535	257242	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
536	tribe536	258663	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
537	tribe537	259045	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
538	tribe538	264388	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
539	tribe539	267973	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
540	tribe540	274217	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
541	tribe541	275789	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
542	tribe542	275880	5	1	4	s8_225seqs	1	20.00	100.00	s8_225seqs:1
543	tribe543	275889	5	0	5	unassigned	0	0.00	0.00	-
544	tribe544	275891	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
545	tribe545	275913	5	0	5	unassigned	0	0.00	0.00	-
546	tribe546	276139	5	3	2	s4_60seqs	3	60.00	100.00	s4_60seqs:3
547	tribe547	277522	5	2	3	s6_7seqs	2	40.00	100.00	s6_7seqs:2
548	tribe548	278479	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
549	tribe549	279308	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
550	tribe550	280962	5	5	0	s4_60seqs	5	100.00	100.00	s4_60seqs:5
551	tribe551	282446	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
552	tribe552	288665	5	2	3	s4_60seqs	1	20.00	50.00	s4_60seqs:1;s6_7seqs:1
553	tribe553	289360	5	3	2	s4_60seqs	3	60.00	100.00	s4_60seqs:3
554	tribe554	292167	5	0	5	unassigned	0	0.00	0.00	-
555	tribe555	292230	5	1	4	s5_5seqs	1	20.00	100.00	s5_5seqs:1
556	tribe556	292306	5	4	1	s6_7seqs	4	80.00	100.00	s6_7seqs:4
557	tribe557	292376	5	4	1	s4_60seqs	4	80.00	100.00	s4_60seqs:4
558	tribe558	292459	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
559	tribe559	292477	5	2	3	s6_7seqs	2	40.00	100.00	s6_7seqs:2
560	tribe560	292523	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
561	tribe561	292656	5	3	2	s4_60seqs	3	60.00	100.00	s4_60seqs:3
562	tribe562	296274	5	1	4	s4_60seqs	1	20.00	100.00	s4_60seqs:1
563	tribe563	303762	5	4	1	s6_7seqs	3	60.00	75.00	s6_7seqs:3;s4_60seqs:1
564	tribe564	304901	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
565	tribe565	304905	5	2	3	s4_60seqs	2	40.00	100.00	s4_60seqs:2
566	tribe566	304997	5	4	1	s1_30seqs	4	80.00	100.00	s1_30seqs:4
567	tribe567	305011	5	2	3	s7g_172seqs	2	40.00	100.00	s7g_172seqs:2
568	tribe568	305012	5	5	0	s4_60seqs	5	100.00	100.00	s4_60seqs:5
569	tribe569	305047	5	0	5	unassigned	0	0.00	0.00	-
570	tribe570	308636	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
571	tribe571	312256	5	2	3	s6_7seqs	2	40.00	100.00	s6_7seqs:2
572	tribe572	312367	5	3	2	s5_5seqs	3	60.00	100.00	s5_5seqs:3
573	tribe573	312751	5	4	1	s6_7seqs	3	60.00	75.00	s6_7seqs:3;s4_60seqs:1
574	tribe574	313036	5	3	2	s6_7seqs	3	60.00	100.00	s6_7seqs:3
575	tribe575	313039	5	4	1	s6_7seqs	4	80.00	100.00	s6_7seqs:4
576	tribe576	313061	5	2	3	s5_5seqs	2	40.00	100.00	s5_5seqs:2
577	tribe577	316838	5	3	2	s4_60seqs	2	40.00	66.67	s4_60seqs:2;s6_7seqs:1
578	tribe578	318340	5	4	1	s4_60seqs	4	80.00	100.00	s4_60seqs:4
579	tribe579	318941	5	3	2	s6_7seqs	3	60.00	100.00	s6_7seqs:3
580	tribe580	318963	5	3	2	s6_7seqs	3	60.00	100.00	s6_7seqs:3
581	tribe581	318966	5	5	0	s7g_172seqs	5	100.00	100.00	s7g_172seqs:5
582	tribe582	318982	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
583	tribe583	318990	5	3	2	s5_5seqs	3	60.00	100.00	s5_5seqs:3
584	tribe584	321066	5	5	0	s6_7seqs	3	60.00	60.00	s6_7seqs:3;s4_60seqs:2
585	tribe585	324300	5	1	4	s5_5seqs	1	20.00	100.00	s5_5seqs:1
586	tribe586	324301	5	5	0	s6_7seqs	3	60.00	60.00	s6_7seqs:3;s4_60seqs:2
587	tribe587	324303	5	3	2	s6_7seqs	3	60.00	100.00	s6_7seqs:3
588	tribe588	328312	5	5	0	s5_5seqs	5	100.00	100.00	s5_5seqs:5
589	tribe589	328931	5	5	0	s2_38seqs	5	100.00	100.00	s2_38seqs:5
590	tribe590	328962	5	4	1	s6_7seqs	3	60.00	75.00	s6_7seqs:3;s4_60seqs:1
591	tribe591	332091	5	3	2	s4_60seqs	3	60.00	100.00	s4_60seqs:3
592	tribe592	333200	5	5	0	s2_38seqs	5	100.00	100.00	s2_38seqs:5
593	tribe593	333226	5	5	0	s2_38seqs	5	100.00	100.00	s2_38seqs:5
594	tribe594	333227	5	3	2	s9_20seqs	3	60.00	100.00	s9_20seqs:3
595	tribe595	333231	5	1	4	s6_7seqs	1	20.00	100.00	s6_7seqs:1
596	tribe596	333233	5	5	0	s2_38seqs	5	100.00	100.00	s2_38seqs:5
597	tribe597	333241	5	5	0	s3_43seqs	5	100.00	100.00	s3_43seqs:5
598	tribe598	333511	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
599	tribe599	337297	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
600	tribe600	337336	5	3	2	s4_60seqs	2	40.00	66.67	s4_60seqs:2;s6_7seqs:1
601	tribe601	337341	5	5	0	s2_38seqs	5	100.00	100.00	s2_38seqs:5
602	tribe602	337351	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
603	tribe603	340747	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
604	tribe604	340927	5	3	2	s6_7seqs	3	60.00	100.00	s6_7seqs:3
605	tribe605	341046	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
606	tribe606	341052	5	1	4	s6_7seqs	1	20.00	100.00	s6_7seqs:1
607	tribe607	341053	5	5	0	s6_7seqs	4	80.00	80.00	s6_7seqs:4;s4_60seqs:1
608	tribe608	341060	5	3	2	s2_38seqs	2	40.00	66.67	s2_38seqs:2;s3_43seqs:1
609	tribe609	343871	5	3	2	s4_60seqs	2	40.00	66.67	s4_60seqs:2;s6_7seqs:1
610	tribe610	346907	5	4	1	s3_43seqs	4	80.00	100.00	s3_43seqs:4
611	tribe611	349418	5	3	2	s6_7seqs	3	60.00	100.00	s6_7seqs:3
612	tribe612	349419	5	2	3	s4_60seqs	1	20.00	50.00	s4_60seqs:1;s6_7seqs:1
613	tribe613	350979	5	2	3	s4_60seqs	1	20.00	50.00	s4_60seqs:1;s6_7seqs:1
614	tribe614	353769	5	5	0	s4_60seqs	5	100.00	100.00	s4_60seqs:5
615	tribe615	353785	5	5	0	s8_225seqs	5	100.00	100.00	s8_225seqs:5
616	tribe616	355535	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
617	tribe617	355669	5	3	2	s4_60seqs	2	40.00	66.67	s4_60seqs:2;s6_7seqs:1
618	tribe618	355680	5	2	3	s4_60seqs	1	20.00	50.00	s4_60seqs:1;s6_7seqs:1
619	tribe619	355681	5	1	4	s7g_172seqs	1	20.00	100.00	s7g_172seqs:1
620	tribe620	356101	5	4	1	s4_60seqs	4	80.00	100.00	s4_60seqs:4
621	tribe621	357440	5	3	2	s9_20seqs	3	60.00	100.00	s9_20seqs:3
622	tribe622	357484	5	1	4	s4_60seqs	1	20.00	100.00	s4_60seqs:1
623	tribe623	357498	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
624	tribe624	358543	5	1	4	s6_7seqs	1	20.00	100.00	s6_7seqs:1
625	tribe625	359211	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
626	tribe626	359217	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
627	tribe627	359220	5	5	0	s8_225seqs	5	100.00	100.00	s8_225seqs:5
628	tribe628	359228	5	5	0	s8_225seqs	5	100.00	100.00	s8_225seqs:5
629	tribe629	359237	5	3	2	s4_60seqs	3	60.00	100.00	s4_60seqs:3
630	tribe630	360809	5	3	2	s4_60seqs	3	60.00	100.00	s4_60seqs:3
631	tribe631	362143	5	1	4	s4_60seqs	1	20.00	100.00	s4_60seqs:1
632	tribe632	362194	5	5	0	s4_60seqs	5	100.00	100.00	s4_60seqs:5
633	tribe633	363533	5	5	0	s3_43seqs	5	100.00	100.00	s3_43seqs:5
634	tribe634	363537	5	3	2	s7g_172seqs	3	60.00	100.00	s7g_172seqs:3
635	tribe635	363546	5	2	3	s2_38seqs	2	40.00	100.00	s2_38seqs:2
636	tribe636	363556	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
637	tribe637	364611	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
638	tribe638	364693	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
639	tribe639	364949	5	3	2	s6_7seqs	2	40.00	66.67	s6_7seqs:2;s4_60seqs:1
640	tribe640	365841	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
641	tribe641	366392	5	4	1	s4_60seqs	4	80.00	100.00	s4_60seqs:4
642	tribe642	366600	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
643	tribe643	366729	5	1	4	s4_60seqs	1	20.00	100.00	s4_60seqs:1
644	tribe644	366821	5	1	4	s6_7seqs	1	20.00	100.00	s6_7seqs:1
645	tribe645	366831	5	4	1	s6_7seqs	4	80.00	100.00	s6_7seqs:4
646	tribe646	366835	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
647	tribe647	367767	5	2	3	s3_43seqs	2	40.00	100.00	s3_43seqs:2
648	tribe648	367776	5	5	0	s2_38seqs	5	100.00	100.00	s2_38seqs:5
649	tribe649	367788	5	5	0	s2_38seqs	5	100.00	100.00	s2_38seqs:5
650	tribe650	368698	5	5	0	s2_38seqs	5	100.00	100.00	s2_38seqs:5
651	tribe651	369085	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
652	tribe652	370781	5	5	0	s2_38seqs	5	100.00	100.00	s2_38seqs:5
653	tribe653	371419	5	5	0	s8_225seqs	5	100.00	100.00	s8_225seqs:5
654	tribe654	373124	5	3	2	s4_60seqs	3	60.00	100.00	s4_60seqs:3
655	tribe655	373125	5	4	1	s5_5seqs	4	80.00	100.00	s5_5seqs:4
656	tribe656	374966	5	5	0	s7g_172seqs	5	100.00	100.00	s7g_172seqs:5
657	tribe657	376815	5	5	0	s5_5seqs	5	100.00	100.00	s5_5seqs:5
658	tribe658	377116	5	2	3	s4_60seqs	2	40.00	100.00	s4_60seqs:2
659	tribe659	378556	5	1	4	s5_5seqs	1	20.00	100.00	s5_5seqs:1
660	tribe660	378615	5	0	5	unassigned	0	0.00	0.00	-
661	tribe661	379279	5	3	2	s4_60seqs	2	40.00	66.67	s4_60seqs:2;s6_7seqs:1
662	tribe662	379351	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
663	tribe663	379399	5	5	0	s6_7seqs	5	100.00	100.00	s6_7seqs:5
